anno_scuola8,INS_MAT8,female,stereotype_mat,stdinvalsi_mat8,confidence_mat,high_edu_mother,teacher_female_mat,t_N_mat,mate_mate,figli_mat,daughters_mat,t_age_mat,full_contract_mat,t_high_edum_mat
10,20401,1,1.6646481,-.34787762,,0,1,1,1,1,0,45,1,0
10,20401,1,1.6646481,.16771986,,0,1,1,1,1,0,45,1,0
10,20401,0,1.6646481,1.0700148,,0,1,1,1,1,0,45,1,0
10,20401,0,1.6646481,.038820375,,0,1,1,1,1,0,45,1,0
10,20401,0,1.6646481,-1.379072,,0,1,1,1,1,0,45,1,0
10,20401,0,1.6646481,.038820375,,0,1,1,1,1,0,45,1,0
10,20401,1,1.6646481,.16771986,,0,1,1,1,1,0,45,1,0
10,20401,0,1.6646481,1.0700148,,0,1,1,1,1,0,45,1,0
10,20401,1,1.6646481,-.86347485,,0,1,1,1,1,0,45,1,0
10,20401,1,1.6646481,.038820375,,0,1,1,1,1,0,45,1,0
10,20401,1,1.6646481,.29661912,,0,1,1,1,1,0,45,1,0
10,20401,0,1.6646481,-.99237412,,0,1,1,1,1,0,45,1,0
10,20401,1,1.6646481,-.34787762,,0,1,1,1,1,0,45,1,0
10,20401,1,1.6646481,-.090078883,,0,1,1,1,1,0,45,1,0
10,20401,0,1.6646481,-.34787762,,0,1,1,1,1,0,45,1,0
10,20401,0,1.6646481,-.34787762,,0,1,1,1,1,0,45,1,0
10,20401,1,1.6646481,-.34787762,,0,1,1,1,1,0,45,1,0
10,20401,0,1.6646481,-2.0235686,,0,1,1,1,1,0,45,1,0
10,20401,1,1.6646481,-1.8946693,,0,1,1,1,1,0,45,1,0
10,20401,0,1.6646481,-.47677687,,0,1,1,1,1,0,45,1,0
10,20401,0,1.6646481,-.99237412,,0,1,1,1,1,0,45,1,0
10,20401,0,1.6646481,-.090078883,,0,1,1,1,1,0,45,1,0
10,20401,1,1.6646481,-1.8946693,,0,1,1,1,1,0,45,1,0
10,20401,0,1.6646481,-2.0235686,,0,1,1,1,1,0,45,1,0
10,20401,1,1.6646481,-.47677687,,0,1,1,1,1,0,45,1,0
10,20402,1,-1.2102407,-.21897814,,0,1,1,1,2,0,63,1,1
10,20402,0,-1.2102407,.038820375,,0,1,1,1,2,0,63,1,1
10,20402,1,-1.2102407,-1.5079714,,0,1,1,1,2,0,63,1,1
10,20402,0,-1.2102407,-.090078883,,0,1,1,1,2,0,63,1,1
10,20402,1,-1.2102407,-1.379072,,0,1,1,1,2,0,63,1,1
10,20402,1,-1.2102407,-.47677687,,0,1,1,1,2,0,63,1,1
10,20402,1,-1.2102407,-.73457539,,0,1,1,1,2,0,63,1,1
10,20402,0,-1.2102407,-1.5079714,,0,1,1,1,2,0,63,1,1
10,20402,0,-1.2102407,-.47677687,,0,1,1,1,2,0,63,1,1
10,20402,0,-1.2102407,-.34787762,,0,1,1,1,2,0,63,1,1
10,20402,1,-1.2102407,.42551836,,0,1,1,1,2,0,63,1,1
10,20402,0,-1.2102407,-2.4102666,,0,1,1,1,2,0,63,1,1
10,20402,0,-1.2102407,1.0700148,,0,1,1,1,2,0,63,1,1
10,20402,0,-1.2102407,-.73457539,,0,1,1,1,2,0,63,1,1
10,20402,0,-1.2102407,-1.379072,,0,1,1,1,2,0,63,1,1
10,20402,1,-1.2102407,-.86347485,,0,1,1,1,2,0,63,1,1
10,20402,1,-1.2102407,-.86347485,,0,1,1,1,2,0,63,1,1
10,20402,0,-1.2102407,.81221634,,0,1,1,1,2,0,63,1,1
10,20402,1,-1.2102407,1.1989142,,0,1,1,1,2,0,63,1,1
10,20402,0,-1.2102407,-1.1212734,,0,1,1,1,2,0,63,1,1
10,20402,1,-1.2102407,-.73457539,,0,1,1,1,2,0,63,1,1
10,,1,,.55441761,,0,0,0,0,0,0,0,0,0
10,,1,,.68331712,,0,0,0,0,0,0,0,0,0
10,,1,,-.86347485,,0,0,0,0,0,0,0,0,0
10,,1,,-.34787762,,0,0,0,0,0,0,0,0,0
10,,0,,-.21897814,,0,0,0,0,0,0,0,0,0
10,,1,,.42551836,,0,0,0,0,0,0,0,0,0
10,,1,,-1.1212734,,0,0,0,0,0,0,0,0,0
10,,0,,.038820375,,0,0,0,0,0,0,0,0,0
10,,0,,-.47677687,,0,0,0,0,0,0,0,0,0
10,,1,,.038820375,,0,0,0,0,0,0,0,0,0
10,,1,,-.60567611,,0,0,0,0,0,0,0,0,0
10,,0,,-.99237412,,0,0,0,0,0,0,0,0,0
10,,1,,-.47677687,,0,0,0,0,0,0,0,0,0
10,,0,,-.99237412,,0,0,0,0,0,0,0,0,0
10,,1,,-1.76577,,0,0,0,0,0,0,0,0,0
10,,0,,.68331712,,0,0,0,0,0,0,0,0,0
10,,0,,-.60567611,,0,0,0,0,0,0,0,0,0
10,,1,,.038820375,,0,0,0,0,0,0,0,0,0
10,20404,0,-1.6454566,-.86347485,,0,1,1,1,2,0,59,1,0
10,20404,1,-1.6454566,.55441761,,0,1,1,1,2,0,59,1,0
10,20404,0,-1.6454566,-.47677687,,0,1,1,1,2,0,59,1,0
10,20404,1,-1.6454566,2.1012094,,0,1,1,1,2,0,59,1,0
10,20404,0,-1.6454566,-1.379072,,0,1,1,1,2,0,59,1,0
10,20404,0,-1.6454566,-.34787762,,0,1,1,1,2,0,59,1,0
10,20404,0,-1.6454566,1.4567131,,0,1,1,1,2,0,59,1,0
10,20404,1,-1.6454566,-.21897814,,0,1,1,1,2,0,59,1,0
10,20404,1,-1.6454566,-.34787762,,0,1,1,1,2,0,59,1,0
10,20404,0,-1.6454566,1.1989142,,0,1,1,1,2,0,59,1,0
10,20404,1,-1.6454566,-.34787762,,0,1,1,1,2,0,59,1,0
10,20404,1,-1.6454566,.55441761,,0,1,1,1,2,0,59,1,0
10,20404,1,-1.6454566,1.7145116,,0,1,1,1,2,0,59,1,0
10,20404,0,-1.6454566,,,0,1,1,1,2,0,59,1,0
10,20404,0,-1.6454566,-1.1212734,,0,1,1,1,2,0,59,1,0
10,20404,0,-1.6454566,-.21897814,,0,1,1,1,2,0,59,1,0
10,20404,1,-1.6454566,.16771986,,0,1,1,1,2,0,59,1,0
10,20404,1,-1.6454566,-.47677687,,0,1,1,1,2,0,59,1,0
11,20401,0,1.6646481,.78616124,,0,1,1,1,1,0,45,1,0
11,20401,0,1.6646481,,,0,1,1,1,1,0,45,1,0
11,20401,1,1.6646481,-.48214746,,0,1,1,1,1,0,45,1,0
11,20401,1,1.6646481,-.136245,,0,1,1,1,1,0,45,1,0
11,20401,0,1.6646481,-.136245,,0,1,1,1,1,0,45,1,0
11,20401,1,1.6646481,-1.5198545,,0,1,1,1,1,0,45,1,0
11,20401,0,1.6646481,-.136245,,0,1,1,1,1,0,45,1,0
11,20401,1,1.6646481,-.48214746,,0,1,1,1,1,0,45,1,0
11,20401,0,1.6646481,1.0167627,,0,1,1,1,1,0,45,1,0
11,20401,1,1.6646481,-.25154594,,0,1,1,1,1,0,45,1,0
11,20401,0,1.6646481,-.136245,,0,1,1,1,1,0,45,1,0
11,20401,1,1.6646481,.67086047,,0,1,1,1,1,0,45,1,0
11,20401,1,1.6646481,.67086047,,0,1,1,1,1,0,45,1,0
11,20401,0,1.6646481,.44025895,,0,1,1,1,1,0,45,1,0
11,20401,0,1.6646481,-.136245,,0,1,1,1,1,0,45,1,0
11,20401,0,1.6646481,-.020944241,,1,1,1,1,1,0,45,1,0
11,20401,0,1.6646481,.32495821,,0,1,1,1,1,0,45,1,0
11,20401,0,1.6646481,1.0167627,,0,1,1,1,1,0,45,1,0
11,20401,0,1.6646481,.44025895,,0,1,1,1,1,0,45,1,0
11,20402,0,-1.2102407,-1.289253,,0,1,1,1,2,0,63,1,1
11,20402,1,-1.2102407,-.8280499,,0,1,1,1,2,0,63,1,1
11,20402,1,-1.2102407,.32495821,,0,1,1,1,2,0,63,1,1
11,20402,0,-1.2102407,.67086047,,1,1,1,1,2,0,63,1,1
11,20402,0,-1.2102407,,,0,1,1,1,2,0,63,1,1
11,20402,1,-1.2102407,-.36684668,,0,1,1,1,2,0,63,1,1
11,20402,0,-1.2102407,,,0,1,1,1,2,0,63,1,1
11,20402,1,-1.2102407,.32495821,,0,1,1,1,2,0,63,1,1
11,20402,1,-1.2102407,.094356507,,0,1,1,1,2,0,63,1,1
11,20402,0,-1.2102407,-.136245,,0,1,1,1,2,0,63,1,1
11,20402,0,-1.2102407,2.0544698,,0,1,1,1,2,0,63,1,1
11,20402,0,-1.2102407,-.36684668,,0,1,1,1,2,0,63,1,1
11,20402,1,-1.2102407,.20965727,,0,1,1,1,2,0,63,1,1
11,20402,1,-1.2102407,-.8280499,,0,1,1,1,2,0,63,1,1
11,20402,1,-1.2102407,-.136245,,0,1,1,1,2,0,63,1,1
11,20402,0,-1.2102407,-.48214746,,0,1,1,1,2,0,63,1,1
11,20402,0,-1.2102407,1.3626654,,0,1,1,1,2,0,63,1,1
11,20402,1,-1.2102407,-.48214746,,0,1,1,1,2,0,63,1,1
11,20402,1,-1.2102407,.55555969,,0,1,1,1,2,0,63,1,1
11,20402,1,-1.2102407,-.71274894,,0,1,1,1,2,0,63,1,1
11,20402,0,-1.2102407,.67086047,,0,1,1,1,2,0,63,1,1
11,20404,1,-1.6454566,.20965727,,0,1,1,1,2,0,59,1,0
11,20404,0,-1.6454566,-.25154594,,0,1,1,1,2,0,59,1,0
11,20404,1,-1.6454566,-1.0586514,,0,1,1,1,2,0,59,1,0
11,20404,1,-1.6454566,1.0167627,,0,1,1,1,2,0,59,1,0
11,20404,1,-1.6454566,-.94335067,,0,1,1,1,2,0,59,1,0
11,20404,1,-1.6454566,-.8280499,,0,1,1,1,2,0,59,1,0
11,20404,0,-1.6454566,1.3626654,,0,1,1,1,2,0,59,1,0
11,20404,1,-1.6454566,-.25154594,,0,1,1,1,2,0,59,1,0
11,20404,1,-1.6454566,1.1320639,,0,1,1,1,2,0,59,1,0
11,20404,1,-1.6454566,.67086047,,0,1,1,1,2,0,59,1,0
11,20404,0,-1.6454566,-.36684668,,0,1,1,1,2,0,59,1,0
11,20404,1,-1.6454566,-1.4045539,,0,1,1,1,2,0,59,1,0
11,20404,0,-1.6454566,-.36684668,,0,1,1,1,2,0,59,1,0
11,20404,0,-1.6454566,.67086047,,0,1,1,1,2,0,59,1,0
11,20404,1,-1.6454566,.78616124,,0,1,1,1,2,0,59,1,0
11,20404,0,-1.6454566,.90146196,,0,1,1,1,2,0,59,1,0
11,20404,0,-1.6454566,-2.0963585,,0,1,1,1,2,0,59,1,0
11,20404,1,-1.6454566,-.59744817,,0,1,1,1,2,0,59,1,0
12,20401,0,1.6646481,-.04564457,1,1,1,1,1,1,0,45,1,0
12,20401,1,1.6646481,,,0,1,1,1,1,0,45,1,0
12,20401,1,1.6646481,-1.2221442,1,0,1,1,1,1,0,45,1,0
12,20401,1,1.6646481,-.16329458,1,1,1,1,1,1,0,45,1,0
12,20401,0,1.6646481,.66025525,1,1,1,1,1,1,0,45,1,0
12,20401,0,1.6646481,-.16329458,1,0,1,1,1,1,0,45,1,0
12,20401,0,1.6646481,1.6014549,1,0,1,1,1,1,0,45,1,0
12,20401,0,1.6646481,-.51624441,1,0,1,1,1,1,0,45,1,0
12,20401,1,1.6646481,-.86919439,,0,1,1,1,1,0,45,1,0
12,20401,1,1.6646481,-.04564457,1,1,1,1,1,1,0,45,1,0
12,20401,1,1.6646481,-.75154442,,0,1,1,1,1,0,45,1,0
12,20401,1,1.6646481,-1.2221442,,0,1,1,1,1,0,45,1,0
12,20401,0,1.6646481,.42495525,1,0,1,1,1,1,0,45,1,0
12,20401,1,1.6646481,,,0,1,1,1,1,0,45,1,0
12,20401,0,1.6646481,-.39859438,1,0,1,1,1,1,0,45,1,0
12,20401,0,1.6646481,1.7191049,1,1,1,1,1,1,0,45,1,0
12,20401,0,1.6646481,-.51624441,,0,1,1,1,1,0,45,1,0
12,20401,0,1.6646481,-.63389438,,0,1,1,1,1,0,45,1,0
12,20401,0,1.6646481,1.1308553,,1,1,1,1,1,0,45,1,0
12,20401,1,1.6646481,-.04564457,1,1,1,1,1,1,0,45,1,0
12,20401,1,1.6646481,,1,0,1,1,1,1,0,45,1,0
12,20401,0,1.6646481,1.3661554,1,1,1,1,1,1,0,45,1,0
12,20401,1,1.6646481,-.51624441,0,1,1,1,1,1,0,45,1,0
12,20402,1,-1.2102407,.18965523,1,1,1,1,1,2,0,63,1,1
12,20402,0,-1.2102407,.89555532,,0,1,1,1,2,0,63,1,1
12,20402,1,-1.2102407,.66025525,0,0,1,1,1,2,0,63,1,1
12,20402,0,-1.2102407,.77790529,1,1,1,1,1,2,0,63,1,1
12,20402,1,-1.2102407,.30730525,,0,1,1,1,2,0,63,1,1
12,20402,1,-1.2102407,-.16329458,0,0,1,1,1,2,0,63,1,1
12,20402,0,-1.2102407,.42495525,1,1,1,1,1,2,0,63,1,1
12,20402,0,-1.2102407,.072005443,1,0,1,1,1,2,0,63,1,1
12,20402,1,-1.2102407,.42495525,1,0,1,1,1,2,0,63,1,1
12,20402,1,-1.2102407,.54260528,,0,1,1,1,2,0,63,1,1
12,20402,1,-1.2102407,1.1308553,1,0,1,1,1,2,0,63,1,1
12,20402,0,-1.2102407,.30730525,1,1,1,1,1,2,0,63,1,1
12,20402,0,-1.2102407,-.28094459,1,0,1,1,1,2,0,63,1,1
12,20402,0,-1.2102407,1.2485054,1,0,1,1,1,2,0,63,1,1
12,20402,0,-1.2102407,-.75154442,1,0,1,1,1,2,0,63,1,1
12,20402,0,-1.2102407,1.7191049,,1,1,1,1,2,0,63,1,1
12,20402,0,-1.2102407,-.39859438,0,1,1,1,1,2,0,63,1,1
12,20402,0,-1.2102407,-.16329458,0,1,1,1,1,2,0,63,1,1
12,,0,,1.2485054,1,0,0,0,0,0,0,0,0,0
12,,1,,.66025525,1,1,0,0,0,0,0,0,0,0
12,,0,,,0,0,0,0,0,0,0,0,0,0
12,,0,,1.4838053,,1,0,0,0,0,0,0,0,0
12,,1,,.42495525,,1,0,0,0,0,0,0,0,0
12,,1,,-.75154442,,0,0,0,0,0,0,0,0,0
12,,1,,-.51624441,,0,0,0,0,0,0,0,0,0
12,,0,,-1.4574442,,0,0,0,0,0,0,0,0,0
12,,0,,.30730525,1,0,0,0,0,0,0,0,0,0
12,,0,,-.51624441,0,0,0,0,0,0,0,0,0,0
12,,0,,-.63389438,1,0,0,0,0,0,0,0,0,0
12,,0,,.30730525,1,1,0,0,0,0,0,0,0,0
12,,0,,.18965523,1,0,0,0,0,0,0,0,0,0
12,,0,,.66025525,1,0,0,0,0,0,0,0,0,0
12,,0,,1.6014549,1,0,0,0,0,0,0,0,0,0
12,,1,,-.86919439,1,0,0,0,0,0,0,0,0,0
12,,1,,,1,0,0,0,0,0,0,0,0,0
12,,0,,-1.2221442,1,1,0,0,0,0,0,0,0,0
12,,0,,1.1308553,,0,0,0,0,0,0,0,0,0
12,,1,,.54260528,1,1,0,0,0,0,0,0,0,0
12,,1,,,0,0,0,0,0,0,0,0,0,0
12,,0,,-.16329458,1,0,0,0,0,0,0,0,0,0
12,20404,0,-1.6454566,.54260528,1,1,1,1,1,2,0,59,1,0
12,20404,0,-1.6454566,.89555532,1,1,1,1,1,2,0,59,1,0
12,20404,0,-1.6454566,-.39859438,1,1,1,1,1,2,0,59,1,0
12,20404,1,-1.6454566,-1.6927443,0,0,1,1,1,2,0,59,1,0
12,20404,1,-1.6454566,.66025525,,0,1,1,1,2,0,59,1,0
12,20404,1,-1.6454566,-.39859438,1,0,1,1,1,2,0,59,1,0
12,20404,0,-1.6454566,-.04564457,,1,1,1,1,2,0,59,1,0
12,20404,0,-1.6454566,.77790529,1,0,1,1,1,2,0,59,1,0
12,20404,1,-1.6454566,-.86919439,1,1,1,1,1,2,0,59,1,0
12,20404,0,-1.6454566,-1.2221442,0,0,1,1,1,2,0,59,1,0
12,20404,1,-1.6454566,1.6014549,1,0,1,1,1,2,0,59,1,0
12,20404,0,-1.6454566,-.04564457,1,0,1,1,1,2,0,59,1,0
12,20404,1,-1.6454566,.66025525,1,0,1,1,1,2,0,59,1,0
12,20404,0,-1.6454566,-.98684442,1,0,1,1,1,2,0,59,1,0
12,20404,1,-1.6454566,,1,0,1,1,1,2,0,59,1,0
12,20404,0,-1.6454566,.77790529,1,1,1,1,1,2,0,59,1,0
12,20404,1,-1.6454566,-.39859438,1,0,1,1,1,2,0,59,1,0
12,20404,0,-1.6454566,1.1308553,1,0,1,1,1,2,0,59,1,0
12,20404,1,-1.6454566,1.0132053,1,0,1,1,1,2,0,59,1,0
12,20404,0,-1.6454566,.77790529,1,1,1,1,1,2,0,59,1,0
12,20404,0,-1.6454566,1.2485054,1,1,1,1,1,2,0,59,1,0
12,20404,0,-1.6454566,,,0,1,1,1,2,0,59,1,0
12,20404,0,-1.6454566,-.86919439,,0,1,1,1,2,0,59,1,0
13,20401,1,1.6646481,-.8341518,,0,1,1,1,1,0,45,1,0
13,20401,0,1.6646481,-1.5567549,,1,1,1,1,1,0,45,1,0
13,20401,0,1.6646481,1.1891366,,1,1,1,1,1,0,45,1,0
13,20401,0,1.6646481,-1.1231931,,0,1,1,1,1,0,45,1,0
13,20401,0,1.6646481,-1.9903169,,1,1,1,1,1,0,45,1,0
13,20401,1,1.6646481,,,0,1,1,1,1,0,45,1,0
13,20401,0,1.6646481,-.5451107,1,0,1,1,1,1,0,45,1,0
13,20401,1,1.6646481,-.8341518,,0,1,1,1,1,0,45,1,0
13,20401,0,1.6646481,-1.4122343,,0,1,1,1,1,0,45,1,0
13,20401,0,1.6646481,-.40058994,,1,1,1,1,1,0,45,1,0
13,20401,1,1.6646481,-1.8457963,,0,1,1,1,1,0,45,1,0
13,20401,1,1.6646481,,,0,1,1,1,1,0,45,1,0
13,20401,0,1.6646481,1.9117401,,1,1,1,1,1,0,45,1,0
13,20401,0,1.6646481,1.0446163,,1,1,1,1,1,0,45,1,0
13,20401,1,1.6646481,-.40058994,,0,1,1,1,1,0,45,1,0
13,20401,1,1.6646481,1.3336575,,0,1,1,1,1,0,45,1,0
13,20401,0,1.6646481,.17749253,,0,1,1,1,1,0,45,1,0
13,20401,0,1.6646481,-.68963128,,0,1,1,1,1,0,45,1,0
13,20401,0,1.6646481,-.68963128,,1,1,1,1,1,0,45,1,0
13,20401,0,1.6646481,-.97867262,,1,1,1,1,1,0,45,1,0
13,20401,1,1.6646481,-.40058994,,1,1,1,1,1,0,45,1,0
13,20401,1,1.6646481,,,0,1,1,1,1,0,45,1,0
13,20401,0,1.6646481,-.1115488,,1,1,1,1,1,0,45,1,0
13,20402,0,-1.2102407,.75557518,,0,1,1,1,2,0,63,1,1
13,20402,1,-1.2102407,1.0446163,,1,1,1,1,2,0,63,1,1
13,20402,0,-1.2102407,.90009558,,1,1,1,1,2,0,63,1,1
13,20402,0,-1.2102407,.90009558,,0,1,1,1,2,0,63,1,1
13,20402,0,-1.2102407,-1.1231931,,0,1,1,1,2,0,63,1,1
13,20402,1,-1.2102407,.61105442,,1,1,1,1,2,0,63,1,1
13,20402,0,-1.2102407,.90009558,,1,1,1,1,2,0,63,1,1
13,20402,0,-1.2102407,1.3336575,,0,1,1,1,2,0,63,1,1
13,20402,0,-1.2102407,.75557518,,0,1,1,1,2,0,63,1,1
13,20402,0,-1.2102407,-.40058994,,1,1,1,1,2,0,63,1,1
13,20402,0,-1.2102407,-.5451107,,0,1,1,1,2,0,63,1,1
13,20402,0,-1.2102407,1.3336575,,0,1,1,1,2,0,63,1,1
13,20402,0,-1.2102407,,,0,1,1,1,2,0,63,1,1
13,20402,1,-1.2102407,-1.2677138,,1,1,1,1,2,0,63,1,1
13,20402,0,-1.2102407,1.1891366,,1,1,1,1,2,0,63,1,1
13,20402,0,-1.2102407,.61105442,,0,1,1,1,2,0,63,1,1
13,20402,0,-1.2102407,.32201329,,1,1,1,1,2,0,63,1,1
13,20402,0,-1.2102407,1.3336575,,1,1,1,1,2,0,63,1,1
13,20402,1,-1.2102407,.032971963,,0,1,1,1,2,0,63,1,1
13,20402,0,-1.2102407,1.1891366,,0,1,1,1,2,0,63,1,1
13,20402,1,-1.2102407,.17749253,,1,1,1,1,2,0,63,1,1
13,20402,0,-1.2102407,-.40058994,,0,1,1,1,2,0,63,1,1
13,20402,0,-1.2102407,.75557518,,0,1,1,1,2,0,63,1,1
13,20402,1,-1.2102407,.61105442,,0,1,1,1,2,0,63,1,1
13,,1,,-.5451107,,0,0,0,0,0,0,0,0,0
13,,0,,-1.2677138,,1,0,0,0,0,0,0,0,0
13,,1,,-.25606936,,0,0,0,0,0,0,0,0,0
13,,0,,.32201329,,1,0,0,0,0,0,0,0,0
13,,1,,-1.2677138,,0,0,0,0,0,0,0,0,0
13,,1,,-.40058994,,1,0,0,0,0,0,0,0,0
13,,0,,-.68963128,,0,0,0,0,0,0,0,0,0
13,,0,,,,0,0,0,0,0,0,0,0,0
13,,0,,-.68963128,0,0,0,0,0,0,0,0,0,0
13,,1,,-1.2677138,,0,0,0,0,0,0,0,0,0
13,,1,,.75557518,,1,0,0,0,0,0,0,0,0
13,,1,,-.8341518,,1,0,0,0,0,0,0,0,0
13,,0,,.90009558,,1,0,0,0,0,0,0,0,0
13,,1,,-.25606936,,0,0,0,0,0,0,0,0,0
13,,1,,-1.2677138,,1,0,0,0,0,0,0,0,0
13,,0,,.32201329,,0,0,0,0,0,0,0,0,0
13,,1,,-.40058994,,0,0,0,0,0,0,0,0,0
13,,1,,.32201329,,0,0,0,0,0,0,0,0,0
13,,0,,,,0,0,0,0,0,0,0,0,0
13,,1,,1.1891366,,1,0,0,0,0,0,0,0,0
13,,1,,-.8341518,,0,0,0,0,0,0,0,0,0
13,,0,,-1.2677138,,0,0,0,0,0,0,0,0,0
13,,1,,,,0,0,0,0,0,0,0,0,0
13,20404,1,-1.6454566,-.5451107,,0,1,1,1,2,0,59,1,0
13,20404,0,-1.6454566,-.97867262,,1,1,1,1,2,0,59,1,0
13,20404,1,-1.6454566,.17749253,,1,1,1,1,2,0,59,1,0
13,20404,0,-1.6454566,.032971963,,0,1,1,1,2,0,59,1,0
13,20404,1,-1.6454566,-1.2677138,,0,1,1,1,2,0,59,1,0
13,20404,0,-1.6454566,-1.1231931,,0,1,1,1,2,0,59,1,0
13,20404,0,-1.6454566,.32201329,,0,1,1,1,2,0,59,1,0
13,20404,1,-1.6454566,-.25606936,,0,1,1,1,2,0,59,1,0
13,20404,1,-1.6454566,-1.2677138,,0,1,1,1,2,0,59,1,0
13,20404,0,-1.6454566,1.3336575,,1,1,1,1,2,0,59,1,0
13,20404,0,-1.6454566,.61105442,,0,1,1,1,2,0,59,1,0
13,20404,0,-1.6454566,.032971963,0,0,1,1,1,2,0,59,1,0
13,20404,1,-1.6454566,.75557518,,1,1,1,1,2,0,59,1,0
13,20404,1,-1.6454566,.46653366,,0,1,1,1,2,0,59,1,0
13,20404,0,-1.6454566,-.8341518,,0,1,1,1,2,0,59,1,0
13,20404,1,-1.6454566,-1.7012756,,1,1,1,1,2,0,59,1,0
13,20404,0,-1.6454566,-1.7012756,,0,1,1,1,2,0,59,1,0
13,20404,0,-1.6454566,.61105442,,0,1,1,1,2,0,59,1,0
13,20404,1,-1.6454566,-1.2677138,,1,1,1,1,2,0,59,1,0
13,20404,0,-1.6454566,-.68963128,,1,1,1,1,2,0,59,1,0
13,20404,1,-1.6454566,-1.8457963,,0,1,1,1,2,0,59,1,0
13,20404,1,-1.6454566,.90009558,,1,1,1,1,2,0,59,1,0
13,20404,1,-1.6454566,.17749253,,0,1,1,1,2,0,59,1,0
14,20401,1,1.6646481,-1.4346671,,0,1,1,1,1,0,45,1,0
14,20401,1,1.6646481,-1.4346671,,0,1,1,1,1,0,45,1,0
14,20401,0,1.6646481,1.2798034,,1,1,1,1,1,0,45,1,0
14,20401,0,1.6646481,.62833035,,0,1,1,1,1,0,45,1,0
14,20401,1,1.6646481,-1.5432459,,0,1,1,1,1,0,45,1,0
14,20401,0,1.6646481,-.78319424,,0,1,1,1,1,0,45,1,0
14,20401,0,1.6646481,1.8226974,,0,1,1,1,1,0,45,1,0
14,20401,1,1.6646481,,,0,1,1,1,1,0,45,1,0
14,20401,1,1.6646481,-1.4346671,,1,1,1,1,1,0,45,1,0
14,20401,1,1.6646481,,,0,1,1,1,1,0,45,1,0
14,20401,1,1.6646481,-.89177305,,0,1,1,1,1,0,45,1,0
14,20401,0,1.6646481,-.023142463,,0,1,1,1,1,0,45,1,0
14,20401,1,1.6646481,-.023142463,,0,1,1,1,1,0,45,1,0
14,20401,1,1.6646481,-1.2175094,,0,1,1,1,1,0,45,1,0
14,20401,1,1.6646481,-.45745775,,0,1,1,1,1,0,45,1,0
14,20401,1,1.6646481,.30259386,,1,1,1,1,1,0,45,1,0
14,20401,0,1.6646481,-1.1089307,,1,1,1,1,1,0,45,1,0
14,20401,0,1.6646481,-.78319424,,1,1,1,1,1,0,45,1,0
14,20401,1,1.6646481,-.67461544,,0,1,1,1,1,0,45,1,0
14,20401,0,1.6646481,-1.1089307,,1,1,1,1,1,0,45,1,0
14,20401,0,1.6646481,.19401509,,0,1,1,1,1,0,45,1,0
14,20402,1,-1.2102407,-.34887898,,0,1,1,1,2,0,63,1,1
14,20402,0,-1.2102407,1.931276,,1,1,1,1,2,0,63,1,1
14,20402,0,-1.2102407,.84548789,,1,1,1,1,2,0,63,1,1
14,20402,1,-1.2102407,.19401509,,1,1,1,1,2,0,63,1,1
14,20402,0,-1.2102407,.84548789,,0,1,1,1,2,0,63,1,1
14,20402,0,-1.2102407,.41117263,,1,1,1,1,2,0,63,1,1
14,20402,1,-1.2102407,.19401509,,1,1,1,1,2,0,63,1,1
14,20402,0,-1.2102407,-.45745775,,0,1,1,1,2,0,63,1,1
14,20402,0,-1.2102407,-.89177305,,1,1,1,1,2,0,63,1,1
14,20402,0,-1.2102407,.41117263,,1,1,1,1,2,0,63,1,1
14,20402,1,-1.2102407,.41117263,,1,1,1,1,2,0,63,1,1
14,20402,1,-1.2102407,-.13172142,,0,1,1,1,2,0,63,1,1
14,20402,1,-1.2102407,1.0626454,,0,1,1,1,2,0,63,1,1
14,20402,1,-1.2102407,1.6055396,,1,1,1,1,2,0,63,1,1
14,20402,0,-1.2102407,.30259386,,0,1,1,1,2,0,63,1,1
14,20402,0,-1.2102407,.73690933,,0,1,1,1,2,0,63,1,1
14,20402,0,-1.2102407,1.2798034,,1,1,1,1,2,0,63,1,1
14,20402,1,-1.2102407,.085436314,,0,1,1,1,2,0,63,1,1
14,20402,1,-1.2102407,-.13172142,,0,1,1,1,2,0,63,1,1
14,20402,0,-1.2102407,1.0626454,,0,1,1,1,2,0,63,1,1
14,20402,0,-1.2102407,.085436314,,1,1,1,1,2,0,63,1,1
14,20402,1,-1.2102407,-1.3260883,,1,1,1,1,2,0,63,1,1
14,20402,1,-1.2102407,.19401509,,1,1,1,1,2,0,63,1,1
14,20402,0,-1.2102407,-.78319424,,1,1,1,1,2,0,63,1,1
14,20402,0,-1.2102407,.085436314,,1,1,1,1,2,0,63,1,1
14,20404,1,-1.6454566,-.78319424,,0,1,1,1,2,0,59,1,0
14,20404,0,-1.6454566,-.34887898,,0,1,1,1,2,0,59,1,0
14,20404,1,-1.6454566,-1.4346671,,0,1,1,1,2,0,59,1,0
14,20404,0,-1.6454566,-2.0861399,,0,1,1,1,2,0,59,1,0
14,20404,1,-1.6454566,-.89177305,,0,1,1,1,2,0,59,1,0
14,20404,1,-1.6454566,.95406687,,1,1,1,1,2,0,59,1,0
14,20404,0,-1.6454566,,,0,1,1,1,2,0,59,1,0
14,20404,1,-1.6454566,.41117263,,1,1,1,1,2,0,59,1,0
14,20404,0,-1.6454566,.085436314,,1,1,1,1,2,0,59,1,0
